Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Law Officer,N.I,1.75,36,M,Helmet,Shirt,Pants,Boots,None,No,No,None,Standing,205,282,309,536,11
Law Officer,N.I,1.70,35,M,Helmet,Shirt,Pants,Boots,None,No,No,None,Standing,327,222,442,562,11
Victim,Native,1.65,42,M,None,None,Pants,Sneakers,None,Yes,No,None,Standing,744,28,892,632,5
Viewer,Black,1.73,36,M,Cap,Sweater,Jeans,Sneakers,None,No,No,None,Standing,914,80,1027,435,5
Viewer,Black,1.68,39,M,Helmet,T-shirt|backpack,Jeans,Sneakers,None,No,No,None,Standing,1054,27,1183,444,5
Law Officer,Native,1.75,33,M,Face mask,Shirt,N.I,N.I,None,No,No,None,Crouched,237,139,476,477,4
Victim,Native,1.62,56,F,Face mask,Sweater,N.I,N.I,None,Yes,No,None,Crouched,528,209,732,657,5
Law Officer,Black,1.78,42,M,Helmet|face mask,Shirt,N.I,N.I,None,No,No,None,Standing,658,77,802,547,4
Viewer,White,1.79,29,M,Face shield|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,810,13,1081,641,5
Law Officer,N.I,1.79,33,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,235,169,320,665,8
Law Officer,Native,1.76,35,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,311,197,468,720,8
Law Officer,N.I,1.78,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,454,158,606,706,8
Law Officer,N.I,1.75,38,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,741,149,981,714,8
Viewer,Asian,1.75,27,M,Glasses|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,433,67,641,709,11
Victim,Native,1.71,38,M,Cap|face mask,Sweater,Shorts,Sneakers,None,Yes,No,None,Moving,626,78,809,680,5
Viewer,White,1.70,23,M,Glasses ,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,816,96,1019,713,11
Viewer,Native,1.71,28,M,Face shield ,N.I,Jeans,N.I,None,No,No,Text,Standing,452,205,961,696,14
Viewer,Native,1.63,26,M,Helmet|face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,285,448,389,713,14
Viewer,White,1.72,29,M,Glasses,T-shirt,Jeans,N.I,None,No,No,None,Standing,344,69,658,714,14
Viewer,Native,1.68,43,F,Face mask,N.I,N.I,N.I,None,No,No,Text,Standing,79,430,224,571,14
Viewer,Native,1.69,33,F,Face mask,N.I,N.I,N.I,None,No,No,Text,Standing,53,552,224,696,14
Viewer,Native,1.66,26,F,Face shield|face mask,N.I,N.I,N.I,None,No,No,Text,Standing,207,571,322,720,14
Viewer,Native,1.68,35,M,Face mask,N.I,N.I,N.I,None,No,No,Text,Standing,102,273,202,453,14
Victim,Black,1.73,27,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,344,65,540,669,11
Aggressor,White,1.74,46,M,None,T-shirt,N.I,N.I,None,No,No,None,Standing,631,187,806,621,11
Victim,Black,1.78,34,M,Cap,T-shirt,N.I,N.I,None,No,No,None,Standing,544,1,1219,696,11
Aggressor,White,1.69,53,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,661,269,780,487,11
Aggressor,White,1.73,64,M,None,Shirt,N.I,N.I,None,No,No,None,Standing,744,253,916,575,11
Viewer,White,1.72,26,F,None,Blouse,Shorts,Shoes,None,No,No,None,Moving,307,107,379,318,12
Aggressor,Native,1.66,30,M,None,Shirt,Jeans,N.I,None,No,Other,None,Moving,356,116,415,288,3
Aggressor,Native,1.69,31,M,Cap,Sweater,Jeans,N.I,None,No,Other,None,Moving,434,112,516,283,3
Aggressor,Native,1.68,35,M,Cap,Sweater,Pants,Sneakers,None,No,Other,None,Moving,171,59,271,313,3
Viewer,White,1.68,19,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,246,69,415,351,12
Viewer,White,1.73,22,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,356,29,463,348,12
Viewer,Native,1.70,31,M,Cap,Sweater,N.I,N.I,None,No,No,None,Moving,368,146,553,353,12
Victim,Native,1.67,26,F,None,Sweater,Shorts,Shoes,None,No,No,None,Crouched,66,206,132,343,7
Viewer,N.I,1.72,27,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,245,125,330,294,12
Victim,Native,1.70,33,M,None,Coat,N.I,N.I,None,No,No,None,Standing,246,49,397,345,11
Aggressor,Native,1.70,42,M,None,Jacket,N.I,N.I,None,No,No,None,Standing,359,51,561,351,3
Victim,White,1.72,25,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,165,44,274,346,3
Victim,White,1.73,22,F,None,Blouse,Shorts,N.I,None,No,No,None,Moving,290,53,447,352,3
Aggressor,Native,1.68,36,F,None,Coat,Pants,N.I,None,No,Other,None,Moving,464,46,577,355,3
Viewer,Native,1.71,42,M,None,Jacket|shirt,Pants,N.I,None,No,No,None,Standing,524,35,629,349,11
Viewer,Native,1.78,45,M,None,Coat,N.I,N.I,None,No,No,None,Standing,58,3,271,343,11
Viewer,Native,1.70,33,M,Cap,Coat,Joggers,Sneakers,None,No,No,None,Moving,292,17,390,345,12
Viewer,Native,1.69,26,M,Beanie ,Coat,N.I,N.I,None,No,No,None,Moving,355,35,439,333,12
Viewer,Native,1.66,37,F,None,Coat,Pants,N.I,None,No,No,None,Moving,412,55,492,332,12
Victim,White,1.70,23,F,None,Sweater,Skirt,N.I,None,No,No,None,Standing,49,107,260,350,11
Victim,White,1.72,26,F,None,Sweater,Skirt,N.I,None,No,No,None,Standing,182,47,311,333,11
Victim,White,1.68,18,F,None,Sweater,Skirt,N.I,None,No,No,None,Standing,304,62,429,348,11
Victim,White,1.66,19,F,None,Sweater,N.I,N.I,None,No,No,None,Standing,387,109,597,344,11
Aggressor,White,1.73,26,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,426,75,654,704,11
Aggressor,Native,1.70,23,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,571,192,728,695,11
Aggressor,White,1.70,19,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,772,186,855,557,11
Aggressor,Native,1.66,23,F,None,Sweater,Joggers,N.I,None,No,No,None,Standing,424,236,566,680,11
Aggressor,White,1.75,27,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,566,147,772,693,11
Aggressor,White,1.74,24,F,None,Blouse,Pants,N.I,None,No,No,None,Standing,702,157,846,657,11
Viewer,Native,1.74,26,F,None,Blouse,Pants,N.I,None,No,No,None,Standing,554,174,716,673,11
Aggressor,White,1.71,23,F,Glasses,Sweater,Joggers,N.I,None,No,No,None,Standing,696,205,881,688,11
Viewer,White,1.69,29,F,None,Blouse,Pants,Sneakers,Tattoos,No,No,None,Moving,589,197,768,706,11
Viewer,Native,1.73,33,M,None,T-shirt,N.I,Sneakers,None,No,No,None,Moving,741,161,823,596,11
Viewer,Native,1.72,30,F,None,Jacket,N.I,N.I,None,No,No,None,Standing,98,121,285,549,11
Viewer,Native,1.70,27,F,None,Jacket,N.I,N.I,None,No,No,None,Standing,241,170,422,544,11
Viewer,White,1.59,28,F,None,Blouse,N.I,N.I,Tattoos,No,No,None,Standing,402,244,559,590,11
Viewer,White,1.70,27,F,None,Blouse,Skirt,N.I,None,No,No,None,Standing,601,135,775,625,11
Viewer,White,1.71,25,F,None,Blouse,Skirt,N.I,Piercings,No,No,None,Standing,748,101,939,619,11
Viewer,White,1.69,26,F,None,Blouse,Skirt,N.I,Piercings,No,No,None,Standing,988,105,1192,651,11
Aggressor,Black,1.68,38,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,106,175,446,710,7
Aggressor,White,1.68,37,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,783,131,1246,717,7
Victim,White,1.67,34,F,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,380,269,576,701,11
Viewer,White,1.68,39,F,None,T-shirt,Jeans,Sneakers,None,No,No,None,Standing,535,179,663,574,11
Viewer,White,1.68,32,F,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,681,218,785,526,11
Viewer,White,1.73,29,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,846,147,928,477,11
Viewer,White,1.74,32,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,933,149,1024,569,11
Viewer,White,1.70,34,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,1016,175,1141,628,11
Viewer,White,1.71,28,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,1105,148,1267,696,11
Aggressor,White,1.73,30,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,32,99,253,639,7
Viewer,White,1.70,35,F,None,T-shirt,N.I,N.I,None,No,No,None,Standing,219,253,365,554,11
Viewer,White,1.71,32,M,None,Shirt,N.I,N.I,None,No,No,None,Standing,532,136,858,691,11
Aggressor,White,1.67,36,M,Helmet,T-shirt,N.I,N.I,None,No,No,None,Standing,836,139,1146,671,11
Viewer,White,1.68,30,M,Face mask,Sweater,N.I,N.I,None,No,No,Images and Text,Standing,552,125,750,706,14
Viewer,White,1.73,27,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,739,462,859,705,14
Viewer,Native,1.74,28,M,Glasses|face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,918,444,980,640,14
Viewer,Native,1.70,27,F,Face mask,Sweater|backpack,N.I,N.I,None,No,No,Text,Standing,1013,223,1271,708,14
Viewer,Native,1.73,24,M,Cap|face mask,Sports T-shirt,Joggers,Sneakers,None,No,No,Text,Standing,13,112,187,699,14
Viewer,Native,1.67,28,F,Cap|face mask,Sports T-shirt,N.I,N.I,None,No,No,Text,Standing,380,179,519,566,14
Viewer,Native,1.68,36,M,Hat,Shirt,N.I,N.I,None,No,No,Text,Standing,587,88,674,475,14
Viewer,Native,1.67,45,M,Face mask,Shirt,N.I,N.I,None,No,No,Text,Standing,691,136,757,486,14
Viewer,Native,1.66,46,M,Face mask,Shirt,N.I,N.I,None,No,No,Text,Standing,754,119,822,426,14
Viewer,White,1.68,50,M,Face mask,Shirt,N.I,N.I,None,No,No,Text,Standing,926,134,1002,439,14
Viewer,White,1.70,21,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Standing,1044,114,1096,435,14
Viewer,White,1.70,26,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Standing,1116,105,1184,348,14
Viewer,White,1.73,29,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Standing,1207,143,1275,582,14
Viewer,White,1.72,24,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,42,66,331,565,14
Viewer,Native,1.72,26,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,372,78,671,636,14
Viewer,Native,1.70,21,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,774,61,1145,618,14
Viewer,White,1.59,25,F,Glasses|face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,20,182,139,605,14
Viewer,White,1.68,19,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,135,167,237,505,14
Viewer,White,1.65,20,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,209,186,327,551,14
Viewer,White,1.70,26,F,Face shield|face mask,Coat,Jeans,Sneakers,None,No,No,None,Moving,328,158,466,596,14
Viewer,Native,1.73,28,F,Face mask,Coat,Joggers,Sneakers,None,No,No,Text,Moving,416,87,533,566,14
Viewer,Native,1.65,25,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,563,158,658,580,14
Viewer,White,1.70,26,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,632,169,816,700,14
Viewer,Native,1.75,30,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,815,143,979,599,14
Viewer,White,1.72,19,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,937,171,1032,534,14
Viewer,White,1.67,18,F,Face mask,Sweater,Pants,Sneakers,None,No,No,Text,Moving,1022,209,1106,566,14
Viewer,Native,1.69,23,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,1145,130,1275,653,14
Viewer,Native,1.70,30,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,153,291,320,647,14
Viewer,White,1.63,29,F,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,305,367,527,700,14
Viewer,Native,1.71,22,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,431,282,603,686,14
Viewer,Native,1.72,18,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,576,280,701,641,14
Viewer,White,1.72,23,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,580,214,701,549,14
Viewer,Native,1.68,21,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,665,341,876,697,14
Viewer,Native,1.75,27,M,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,803,173,923,528,14
Viewer,Native,1.71,28,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Moving,849,122,940,454,14
Viewer,Native,1.75,30,M,Helmet|face mask,Sweater,N.I,N.I,None,No,No,None,Moving,915,193,1131,686,14
Viewer,Native,1.74,25,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,1129,92,1279,587,14
Viewer,Native,1.71,25,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Seated,1,267,61,525,5
Viewer,Native,1.73,18,F,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Seated,76,288,196,630,5
Viewer,Native,1.70,19,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Seated,228,239,375,557,5
Viewer,Native,1.71,20,F,Face mask,Sweater,N.I,N.I,None,No,No,None,Seated,211,380,407,658,5
Viewer,Native,1.67,20,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,372,278,545,665,5
Viewer,Native,1.68,37,F,Face mask,Coat,Jeans,N.I,None,No,No,None,Seated,576,317,714,632,5
Viewer,Native,1.73,35,F,Face mask,Coat,Jeans,N.I,None,No,No,None,Seated,697,308,805,618,5
Viewer,White,1.74,40,F,Face mask,Coat,Pants,N.I,None,No,No,None,Seated,589,212,687,448,5
Viewer,White,1.70,29,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Crouched,787,197,1091,635,0
Viewer,Black,1.73,23,M,Cap|face mask,Sweater,Joggers,N.I,None,No,No,None,Standing,874,38,1092,436,14
Viewer,Black,1.70,28,M,Cap|face mask,Sweater,Jeans,N.I,None,No,No,None,Standing,670,21,791,273,14
Viewer,Native,1.72,30,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,333,79,650,660,14
Viewer,Black,1.68,22,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,535,175,659,452,14
Viewer,Black,1.70,29,M,Cap|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,648,113,816,560,14
Viewer,Native,1.75,23,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,663,64,1180,666,14
Viewer,Native,1.72,30,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,70,141,145,349,14
Viewer,Native,1.66,27,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,110,225,249,518,14
Viewer,Native,1.69,28,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,161,262,402,597,14
Viewer,Native,1.68,27,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,355,153,407,340,14
Viewer,Native,1.68,24,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,350,230,501,565,14
Viewer,Native,1.73,28,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,476,214,578,544,14
Viewer,White,1.70,36,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,566,221,653,565,14
Viewer,White,1.67,45,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,Text,Moving,611,236,839,639,14
Viewer,White,1.72,46,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,706,179,792,488,14
Viewer,White,1.70,50,M,Face mask,Coat,Joggers,Sneakers,None,No,No,Text,Moving,811,188,863,490,14
Viewer,White,1.70,21,M,Face mask,Coat,Joggers,Sneakers,None,No,No,None,Moving,874,195,971,530,14
Viewer,Native,1.72,26,F,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,952,258,1092,534,14
Viewer,Native,1.73,29,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,1093,210,1198,536,14
Viewer,White,1.68,24,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,1210,197,1270,519,14
Viewer,White,1.71,26,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,926,373,1087,625,14
Viewer,White,1.78,21,F,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,983,331,1261,691,14
Viewer,Native,1.73,24,F,Face mask,Sweater,Joggers,N.I,None,No,No,Text,Standing,155,13,518,688,14
Viewer,Native,1.65,25,F,Face mask,Sweater,N.I,N.I,None,No,No,Text,Standing,555,270,694,697,14
Viewer,Native,1.71,27,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Standing,681,230,774,604,14
Viewer,Native,1.70,28,F,Cap|face mask,T-shirt|backpack,Jeans,N.I,None,No,No,Text,Standing,778,40,1109,695,14
Viewer,Native,1.80,32,M,Cap|face mask,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,1106,88,1262,647,14
Viewer,Native,1.68,28,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Standing,119,280,211,586,14
Viewer,Black,1.67,36,M,Cap|face mask,T-shirt,Jeans,N.I,None,No,No,Images and Text,Standing,294,127,632,677,14
Viewer,Black,1.66,45,M,Face mask,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,635,352,692,547,14
Viewer,Black,1.68,46,M,Face mask,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,679,332,767,571,14
Viewer,Native,1.70,35,M,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,757,319,897,595,14
Viewer,White,1.70,21,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,967,339,1083,613,14
Viewer,White,1.73,22,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Standing,1059,296,1149,490,14
Viewer,Native,1.72,26,F,Face shield|face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,1152,249,1271,590,14
Law Officer,N.I,1.73,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,324,143,368,356,4
Law Officer,N.I,1.68,30,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,378,119,455,377,4
Law Officer,N.I,1.71,31,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,449,109,532,396,4
Law Officer,N.I,1.78,28,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,540,103,645,406,4
Law Officer,N.I,1.74,37,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,663,112,729,335,4
Law Officer,N.I,1.65,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,741,88,828,338,4
Law Officer,N.I,1.71,38,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,842,109,944,374,4
Law Officer,N.I,1.70,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,933,122,1001,365,4
Law Officer,N.I,1.78,45,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,997,110,1075,314,4
Law Officer,N.I,1.78,46,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Moving,1120,78,1249,413,4
Victim,Native,1.75,28,M,None,T-shirt,Shorts,Sneakers,None,Yes,No,None,Crawling,245,280,733,474,5
Viewer,Native,1.73,29,M,Helmet|face mask,T-shirt|backpack,Jeans,Sneakers,None,No,No,None,Crawling,370,225,498,621,5
Viewer,Black,1.70,23,M,Cap|face mask,Shirt,Pants,Sneakers,None,No,No,None,Crawling,416,232,632,664,5
Victim,Native,1.68,31,M,Cap|face mask,T-shirt,Shorts,Sneakers,None,Yes,No,None,Crawling,587,354,749,657,5
Viewer,White,1.72,27,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crawling,696,127,872,667,5
Law Officer,N.I,1.71,33,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,670,236,728,523,8
Law Officer,N.I,1.70,35,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,753,201,832,500,8
Law Officer,N.I,1.73,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Gun,None,Standing,806,186,903,522,8
Aggressor,N.I,1.79,38,M,None,T-shirt,Pants,Sneakers,None,No,Other,None,Moving,265,325,346,426,3
Aggressor,N.I,1.81,42,M,None,T-shirt,Pants,Sneakers,None,No,Other,None,Moving,157,317,222,458,3
Law Officer,Native,1.72,35,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,267,239,346,530,4
Law Officer,Native,1.67,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,358,260,419,569,4
Law Officer,Black,1.69,39,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,516,247,589,461,4
Law Officer,N.I,1.70,31,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,602,253,667,492,4
Law Officer,N.I,1.63,27,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,674,226,749,561,4
Law Officer,N.I,1.71,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,758,208,837,639,4
Law Officer,N.I,1.72,42,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,861,243,983,583,4
Law Officer,White,1.72,45,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,1000,215,1105,635,4
Law Officer,N.I,1.68,51,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,1087,244,1188,600,4
Law Officer,N.I,1.75,31,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,1155,241,1233,614,4
Viewer,White,1.71,38,M,Face mask,N.I,N.I,N.I,None,No,No,None,Standing,189,583,281,720,7
Viewer,N.I,1.75,36,M,Face mask,N.I,N.I,N.I,None,No,No,None,Standing,472,499,606,720,7
Viewer,N.I,1.74,33,M,Cap|face mask,N.I,N.I,N.I,None,No,No,None,Standing,603,375,762,680,7
Viewer,Native,1.72,25,M,Glasses|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,220,54,394,571,12
Viewer,White,1.75,28,M,Hat|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,355,92,526,386,12
Viewer,Native,1.68,29,M,Mask,Sweater,N.I,N.I,None,No,No,None,Standing,480,135,665,662,12
Viewer,Native,1.78,30,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,714,109,849,444,12
Viewer,Native,1.76,34,M,Cap|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,796,41,1003,683,12
Viewer,Native,1.73,29,M,Tied T-shirt|face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,1053,86,1257,653,12
Victim,Native,1.72,18,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,1,49,189,506,12
Victim,White,1.70,19,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Crouched,252,110,584,612,12
Victim,White,1.73,21,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Standing,566,30,822,670,12
Viewer,White,1.70,34,M,Helmet|glasses|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,713,27,1228,687,12
Viewer,Native,1.68,19,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,502,290,627,506,4
Viewer,Native,1.70,18,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,591,251,667,469,4
Viewer,Native,1.70,23,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Crouched,615,300,706,488,4
Viewer,Native,1.73,30,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Crouched,665,284,731,505,4
Viewer,White,1.72,29,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,750,222,820,486,4
Viewer,White,1.72,22,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,771,325,878,545,4
Viewer,Native,1.70,18,M,Cap|face mask,Sweater,Joggers,N.I,None,No,No,None,Crouched,887,271,991,513,4
Viewer,Native,1.59,23,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,996,219,1122,536,4
Viewer,Black,1.68,21,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Crouched,1188,244,1255,518,4
Law Officer,Black,1.75,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,268,465,372,612,4
Law Officer,Black,1.73,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,442,349,544,569,4
Law Officer,Native,1.69,29,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,636,330,713,621,4
Viewer,Native,1.76,26,M,Cap|face mask,T-shirt,Joggers,Sneakers,None,No,No,Text,Standing,236,249,292,492,14
Viewer,White,1.79,28,M,Cap|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Standing,297,212,344,483,14
Viewer,White,1.73,26,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,Text,Standing,352,247,436,552,14
Viewer,Native,1.69,26,M,Cap|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Standing,427,225,511,538,14
Viewer,Native,1.68,38,M,Cap|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Standing,484,240,579,487,14
Viewer,White,1.74,33,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Standing,537,247,644,501,14
Viewer,White,1.71,26,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Standing,614,264,746,609,14
Viewer,Native,1.68,27,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,Text,Standing,905,238,992,528,14
Viewer,Native,1.67,33,M,Cap|face mask,Sweater,Pants,Sneakers,None,No,No,None,Standing,992,219,1114,562,14
Viewer,Black,1.74,31,M,None,Coat,Pants,Sneakers,None,No,No,None,Standing,305,284,432,664,14
Law Officer,Native,1.72,27,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,463,283,561,499,4
Law Officer,White,1.75,36,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,601,318,681,496,4
Viewer,Native,1.68,42,M,Jeans,T-shirt,Jeans,Sneakers,None,No,No,None,Standing,609,287,814,682,7
Law Officer,Black,1.78,45,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,801,283,874,475,4
Law Officer,Black,1.76,51,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,891,286,965,480,4
Viewer,Native,1.73,31,M,Cap|face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,987,273,1253,696,9
Viewer,Native,1.68,24,M,Helmet|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,6,274,45,538,7
Viewer,Native,1.73,37,M,Face mask,T-shirt|backpack,Pants,Sneakers,None,No,No,None,Moving,48,290,144,664,9
Viewer,Native,1.70,35,M,Helmet|face mask,T-shirt|backpack,Shorts,Sneakers,None,No,No,None,Moving,113,213,389,720,9
Viewer,Native,1.68,24,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,313,271,368,543,9
